user_id,blanks,coments,language,cloc
Bobik,14,0,C++,102
Hwhitetooth,5,0,C++,81
angwuy,13,0,C++,78
Breakun,6,0,C++,114
msg555,8,0,C++,66
francis1,17,2,C++,60
pershik,13,1,C++,116
Vitaliy,18,6,C,145
Swistakk,20,1,C++,118
Krazul,11,0,C++,97
gchebanov,3,0,C++,55
2rf,7,1,java,111
blmarket,6,0,C++,44
JAPLJ,8,0,C++,84
Lovro,32,0,C++,153
mzry1992,27,2,C++,130
uwi,22,15,java,163
tomerun,20,0,java,110
AlexAlvarez,18,3,C++,137
blegat,20,1,C++,127
monyura,4,0,C++,60
tmt514,27,2,C++,154
fixme,23,0,C++,127
eatmore,22,2,java,96
Jokser,14,0,java,100
dancho,7,1,C++,111
cmd,23,2,C++,113
jmurray,18,13,Python,129
chavit92,17,0,java,79
zhanyl,22,2,C++,115
thinfaifai,17,1,C++,108
a70babat,7,0,C++,78
mbalunovic,17,0,C++,79
PaulJefferys,22,5,C++,179
tongcx,21,12,Python,103
DamianS,22,5,C++,179
MaximKalinin,8,0,java,63
lunae,4,0,C++,65
ashmelev,5,0,C++,22
malcin,13,0,C++,78
IvanRomanov,24,4,java,133
amashrabov,22,1,C++,172
Tedium,23,2,C++,113
Gullesnuffs,17,2,C++,72
GlebsHP,1,0,C++,83
simonlindholm,23,0,C++,127
meshanya,14,6,C++,110
Goofy57,4,3,C++,63
ConanKudo247,11,7,C++,115
darkKelvin,11,0,C++,125
RomaWhite,7,1,C++,108
fagu,26,1,C++,156
permin,18,1,C++,91
Lukasz16a,11,7,C++,115
tjhance7,17,2,C++,108
Nerevar,0,2,C++,64
ah1926,8,0,C++,66
blueblimp,33,2,C++,163
mishastassen,6,0,java,44
austrin,8,0,C++,84
orenguy,22,3,C++,169
sune2,13,4,C++,127
Stigius,5,0,C++,49
hansonw,17,2,C++,108
vlad107,13,12,java,105
NALP,5,0,C++,49
diogoholanda,9,0,C++,89
IcePupil,8,0,C++,39
gawry,34,3,C++,268
Fdg,32,3,C++,291
Kriiii,11,0,C++,97
liuq901,26,1,C++,156
malcolm734,11,0,C++,91
freak93,11,0,C++,42
vpj,6,2,C++,75
ichyo,12,1,C++,80
kolesov93,20,1,C++,127
LGM,20,0,C++,110
nathanajah,7,1,C++,165
Anudeep2011,4,0,C++,60
surwdkgo,5,0,C++,51
iakudryashov,9,4,C++,85
ACMonster,7,1,C++,165
madokamylove,4,0,C++,65
hhb,11,0,C++,125
vepifanov,22,3,C++,169
Fumiya,33,2,C++,163
xcwgf666,9,0,C++,92
aa2985759,3,15,C++,78
EricStansifer,14,0,Python,97
Fcdkbear,7,0,C++,41
BenZ,3,0,C++,83
wata,12,9,java,68
W4yneb0t,11,0,C++,91
fanhqme,6,0,Python,95
ftiasch,22,1,C++,172
VArtem,22,2,java,115
RuslanGatin,13,4,C++,127
Dumbear2,14,0,C++,125
sourspinach,9,0,C++,89
Wataru,27,3,C++,137
chokudai,24,0,C#,107
ibudiselic,7,1,C++,108
MauricioC,6,0,C++,89
kostyaby,14,0,C++,125
