user_id,blanks,coments,language,cloc
gloompisces,12,4,C++,72
LayCurse,25,0,C++,126
cedriclin,1,1,C++,101
hehaodele,24,24,C++,167
aurinegro,10,0,C++,59
a9108,4,5,C++,64
ltaravilse,69,1,C++,255
Flydutchman,7,0,C++,57
Kaizero,11,1,C++,100
shangjingbo,11,0,C++,55
zyz915,17,0,C++,68
adm3ws,4,0,C#,46
Grzesiu,4,0,Python,41
polchawa,7,0,C#,67
newman,29,19,C++,140
pmnox,5,0,C++,68
Token,8,1,C++,114
allenlyh,5,1,C++,77
Anta0,8,1,C++,70
earl,9,0,C++,80
lewha0,6,0,C++,52
michal27,15,3,C++,86
Felix,13,0,C++,78
misof,13,3,C++,78
STEP5,16,1,C++,86
gongbaoa,5,0,C++,60
gs12117,5,0,C++,66
HiltonLange,4,0,C#,61
squark,9,0,C++,84
wuzhengkai,3,0,C++,31
SnapDragon,8,0,C++,46
Grossiant,3,0,C++,70
drazil,6,0,C++,78
mips88,6,1,C++,53
winger,26,0,java,131
imyoyo,277,1,java,796
nomeaning,7,1,C++,43
malinovsky239,40,24,C++,168
cos,19,1,C++,138
hamadu,13,3,java,78
srh,18,14,C++,97
CLDP,8,1,C++,94
Xhark,20,1,C++,92
RoBa,21,8,C++,88
YerzhanU,9,0,C++,77
t3cmax,2,6,C++,77
pieguy,23,2,C++,148
kevinsogo,6,0,C,74
dzhulgakov,51,0,C++,164
AEtheReal,5,1,C++,44
tozangezan,20,1,C++,134
cgy4ever,28,0,C++,137
fhlasek,15,0,C++,100
stqn,9,9,Python,83
yosupot,61,6,C++,438
MikeMirzayanov,52,1,C++,164
aquamongoose,25,0,C++,126
danielf,24,11,C++,128
lostRating,5,6,C++,109
trait,5,3,C++,100
anari,1,2,Python,60
darnley,6,0,java,74
kcm1700,3,0,C++,47
PavelKunyavskiy,7,1,C++,75
RalphFurmaniak,6,0,C++,74
qwerty787788,20,1,java,134
yswtt,5,1,C++,44
Hogloid,15,3,C++,86
EmK,62,5,C++,379
rankalee,10,1,C++,96
Gnurdux,13,3,C++,81
Gluk,61,6,C++,438
Zlobober,24,8,C++,146
Mister,16,2,C++,98
geka666,10,8,C++,56
kormyshov,4,9,C++,101
peter50216,11,1,C++,102
kyc,7,0,java,57
marcoskwkm,4,2,C++,48
alkjash,3,0,Python,39
exod40,11,2,C++,58
kawatea,11,0,C++,55
nika,27,0,C++,59
ptncks0121,6,1,C++,44
narri,6,0,C++,78
fuwenjie,5,1,C++,44
forest,2,2,C++,56
mamekin,1,0,C++,67
KennyHORROR,8,12,C++,76
travm12,6,1,java,53
dreamoon,0,0,C++,77
ZhukovDmitry,19,1,C++,138
cchao,6,0,C++,62
climpet,277,1,C++,796
anrieff,5,2,C++,70
dtalamas24,13,0,C++,58
ztxz16,0,1,C++,50
dolphinigle,26,0,C++,131
k21,22,0,C++,90
apiad,6,0,C++,62
venco5,0,0,C++,57
ffao,4,0,Python,58
EgorKulikov,62,5,java,379
chnlich,10,0,C++,72
