user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
2rf,0,0.16,0.00,26,Java,-,156,0,0,0,0,0,1,104,0,4607,-,-,35432,0.14
ACMonster,-,-,-,7,C++,-,132,-,0,-,-,-1,2,-,-,10784,-,Timeout,-,-
AlexAlvarez,-,-,-,13,C++,-,76,-,0,-,-,-1,0,-,-,86080,-,-,-,-
Amtep,0,0.98,0.00,12,Python,2.7,57,8,0,0,0,0,6,0,0,2588,-,-,8464,0.94
Anudeep2011,-,-,-,5,C++,-,117,-,0,-,-,-1,8,-,-,47376,-,-,-,-
Auster,-,-,-,199,C++,-,126,-,0,-,-,-1,42,-,-,29488,-,-,-,-
Azras,-,-,-,4,C++,-,126,-,0,-,-,-1,11,-,-,87288,-,-,-,-
BNieuwenhuizen,-,-,-,8,C++,-,129,-,0,-,-,-1,16,-,-,48456,-,-,-,-
BSBandme,-,-,-,265,C++,-,222,-,0,-,-,-1,9,-,-,51288,-,Timeout,-,-
BenZ,-,-,-,142,C++,-,123,-,0,-,-,-1,0,-,-,39536,-,-,-,-
Bobik,-,-,-,10,C++,-,114,-,0,-,-,-1,2,-,-,68400,-,-,-,-
Breakun,-,-,-,91,C++,-,83,-,0,-,-,-1,0,-,-,9600,-,-,-,-
CatalinT,-,-,-,70,C++,-,244,-,0,-,-,-1,39,-,-,98888,-,Timeout,-,-
CodeGreg,-,-,-,27,Java,-,142,-,1,-,-,-1,13,-,-,-,package does not exist,-,-,-
ConanKudo247,-,-,-,116,C++,-,104,-,0,-,-,-1,2,-,-,55776,-,-,-,-
DamianS,-,-,-,158,C++,-,137,-,0,-,-,-1,7,-,-,82688,-,-,-,-
Diusrex,-,-,-,159,C++,-,87,-,0,-,-,-1,5,-,-,56256,-,-,-,-
DreamBird,-,-,-,16,Java,-,96,-,0,-,-,-15,8,-,-,2427,-,Timeout,-,-
Dumbear2,-,-,-,142,C++,-,110,-,0,-,-,-1,16,-,-,38544,-,-,-,-
EricStansifer,0,0.17,0.01,34,Python,2.7,114,16,0,0,0,0,10,0,0,2003,-,-,6480,0.15
Fcdkbear,-,-,-,154,C++,-,145,-,0,-,-,-1,0,-,-,56440,-,-,-,-
Fdg,-,-,-,8,C++,-,93,-,0,-,-,-1,0,-,-,39272,-,-,-,-
Fumiya,-,-,-,90,C++,-,80,-,0,-,-,-1,0,-,-,58656,-,-,-,-
GlebsHP,-,-,-,166,C++,-,119,-,0,-,-,-1,6,-,-,73040,-,-,-,-
Goofy57,-,-,-,168,C++,-,121,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
Gullesnuffs,-,-,-,123,C++,-,112,-,0,-,-,-1,1,-,-,24304,-,Command not found,-,-
Hwhitetooth,-,-,-,133,C++,-,110,-,0,-,-,-1,0,-,-,24912,-,-,-,-
